f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,state
2.46E+07,2.43E+07,2.42E+07,2.45E+07,2.41E+07,2.40E+07,2.40E+07,2.40E+07,2.37E+07,2.42E+07,2.39E+07,2.41E+07,2.41E+07,2.39E+07,1.00E+00
2.46E+07,2.44E+07,2.43E+07,2.47E+07,2.42E+07,2.40E+07,2.40E+07,2.40E+07,2.37E+07,2.42E+07,2.40E+07,2.41E+07,2.43E+07,2.40E+07,1.00E+00
2.46E+07,2.44E+07,2.42E+07,2.47E+07,2.41E+07,2.40E+07,2.40E+07,2.40E+07,2.39E+07,2.41E+07,2.40E+07,2.41E+07,2.44E+07,2.40E+07,1.00E+00
2.45E+07,2.42E+07,2.44E+07,2.46E+07,2.42E+07,2.41E+07,2.41E+07,2.40E+07,2.38E+07,2.42E+07,2.39E+07,2.41E+07,2.44E+07,2.39E+07,1.00E+00
2.45E+07,2.43E+07,2.42E+07,2.48E+07,2.42E+07,2.40E+07,2.40E+07,2.40E+07,2.36E+07,2.42E+07,2.39E+07,2.40E+07,2.43E+07,2.40E+07,1.00E+00
2.46E+07,2.45E+07,2.44E+07,2.51E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.41E+07,2.42E+07,2.45E+07,2.42E+07,1.00E+00
2.46E+07,2.46E+07,2.42E+07,2.52E+07,2.41E+07,2.43E+07,2.42E+07,2.43E+07,2.41E+07,2.42E+07,2.42E+07,2.42E+07,2.46E+07,2.43E+07,1.00E+00
2.46E+07,2.45E+07,2.39E+07,2.51E+07,2.40E+07,2.44E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.46E+07,2.42E+07,1.00E+00
2.47E+07,2.45E+07,2.42E+07,2.50E+07,2.41E+07,2.43E+07,2.41E+07,2.43E+07,2.41E+07,2.42E+07,2.42E+07,2.42E+07,2.45E+07,2.42E+07,1.00E+00
2.45E+07,2.46E+07,2.40E+07,2.50E+07,2.41E+07,2.42E+07,2.41E+07,2.43E+07,2.39E+07,2.41E+07,2.41E+07,2.42E+07,2.44E+07,2.41E+07,1.00E+00
2.45E+07,2.46E+07,2.43E+07,2.49E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.38E+07,2.42E+07,2.40E+07,2.41E+07,2.43E+07,2.41E+07,1.00E+00
2.46E+07,2.45E+07,2.44E+07,2.49E+07,2.42E+07,2.43E+07,2.41E+07,2.41E+07,2.39E+07,2.42E+07,2.41E+07,2.42E+07,2.43E+07,2.41E+07,1.00E+00
2.45E+07,2.44E+07,2.43E+07,2.49E+07,2.42E+07,2.42E+07,2.41E+07,2.41E+07,2.38E+07,2.42E+07,2.40E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.45E+07,2.44E+07,2.44E+07,2.48E+07,2.42E+07,2.42E+07,2.41E+07,2.41E+07,2.37E+07,2.42E+07,2.39E+07,2.41E+07,2.40E+07,2.40E+07,1.00E+00
2.45E+07,2.44E+07,2.40E+07,2.47E+07,2.41E+07,2.41E+07,2.40E+07,2.41E+07,2.38E+07,2.41E+07,2.40E+07,2.40E+07,2.41E+07,2.40E+07,1.00E+00
2.45E+07,2.44E+07,2.39E+07,2.48E+07,2.40E+07,2.41E+07,2.40E+07,2.41E+07,2.38E+07,2.41E+07,2.40E+07,2.40E+07,2.42E+07,2.40E+07,1.00E+00
2.45E+07,2.43E+07,2.40E+07,2.48E+07,2.41E+07,2.41E+07,2.40E+07,2.41E+07,2.38E+07,2.42E+07,2.40E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.45E+07,2.44E+07,2.38E+07,2.49E+07,2.40E+07,2.41E+07,2.40E+07,2.41E+07,2.39E+07,2.41E+07,2.41E+07,2.41E+07,2.42E+07,2.41E+07,1.00E+00
2.47E+07,2.45E+07,2.43E+07,2.49E+07,2.41E+07,2.41E+07,2.41E+07,2.42E+07,2.39E+07,2.41E+07,2.40E+07,2.41E+07,2.43E+07,2.40E+07,1.00E+00
2.46E+07,2.45E+07,2.42E+07,2.48E+07,2.40E+07,2.41E+07,2.40E+07,2.42E+07,2.38E+07,2.42E+07,2.40E+07,2.40E+07,2.43E+07,2.40E+07,1.00E+00
2.46E+07,2.44E+07,2.41E+07,2.47E+07,2.41E+07,2.40E+07,2.40E+07,2.41E+07,2.38E+07,2.42E+07,2.40E+07,2.41E+07,2.43E+07,2.40E+07,1.00E+00
2.45E+07,2.43E+07,2.42E+07,2.48E+07,2.41E+07,2.41E+07,2.41E+07,2.41E+07,2.38E+07,2.42E+07,2.40E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.46E+07,2.45E+07,2.41E+07,2.49E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.41E+07,2.40E+07,2.41E+07,2.43E+07,2.40E+07,1.00E+00
2.47E+07,2.46E+07,2.47E+07,2.49E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.38E+07,2.42E+07,2.41E+07,2.42E+07,2.43E+07,2.41E+07,1.00E+00
2.45E+07,2.45E+07,2.44E+07,2.49E+07,2.42E+07,2.41E+07,2.40E+07,2.41E+07,2.37E+07,2.42E+07,2.40E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.46E+07,2.44E+07,2.40E+07,2.49E+07,2.41E+07,2.41E+07,2.40E+07,2.41E+07,2.38E+07,2.42E+07,2.39E+07,2.40E+07,2.42E+07,2.40E+07,1.00E+00
2.47E+07,2.45E+07,2.42E+07,2.49E+07,2.41E+07,2.42E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.40E+07,2.41E+07,2.43E+07,2.40E+07,1.00E+00
2.46E+07,2.45E+07,2.40E+07,2.49E+07,2.41E+07,2.41E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.40E+07,2.41E+07,2.43E+07,2.40E+07,1.00E+00
2.45E+07,2.44E+07,2.41E+07,2.49E+07,2.41E+07,2.40E+07,2.41E+07,2.41E+07,2.38E+07,2.42E+07,2.39E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.46E+07,2.45E+07,2.40E+07,2.50E+07,2.41E+07,2.41E+07,2.41E+07,2.41E+07,2.39E+07,2.42E+07,2.40E+07,2.40E+07,2.42E+07,2.40E+07,1.00E+00
2.47E+07,2.46E+07,2.41E+07,2.50E+07,2.41E+07,2.42E+07,2.42E+07,2.43E+07,2.39E+07,2.42E+07,2.40E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.46E+07,2.46E+07,2.44E+07,2.50E+07,2.43E+07,2.42E+07,2.42E+07,2.43E+07,2.39E+07,2.42E+07,2.40E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.46E+07,2.44E+07,2.42E+07,2.49E+07,2.42E+07,2.40E+07,2.41E+07,2.42E+07,2.39E+07,2.41E+07,2.40E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.47E+07,2.46E+07,2.44E+07,2.48E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.41E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,1.00E+00
2.48E+07,2.46E+07,2.42E+07,2.48E+07,2.41E+07,2.43E+07,2.41E+07,2.42E+07,2.38E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,1.00E+00
2.46E+07,2.44E+07,2.41E+07,2.47E+07,2.41E+07,2.41E+07,2.41E+07,2.41E+07,2.37E+07,2.42E+07,2.40E+07,2.41E+07,2.40E+07,2.40E+07,1.00E+00
2.46E+07,2.44E+07,2.44E+07,2.47E+07,2.42E+07,2.40E+07,2.41E+07,2.41E+07,2.38E+07,2.41E+07,2.40E+07,2.41E+07,2.40E+07,2.40E+07,1.00E+00
2.47E+07,2.46E+07,2.40E+07,2.47E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.41E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,1.00E+00
2.48E+07,2.45E+07,2.41E+07,2.47E+07,2.41E+07,2.43E+07,2.42E+07,2.43E+07,2.39E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,1.00E+00
2.47E+07,2.44E+07,2.42E+07,2.47E+07,2.41E+07,2.42E+07,2.42E+07,2.43E+07,2.39E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.42E+07,1.00E+00
2.47E+07,2.45E+07,2.42E+07,2.46E+07,2.41E+07,2.42E+07,2.42E+07,2.42E+07,2.38E+07,2.41E+07,2.41E+07,2.41E+07,2.42E+07,2.41E+07,1.00E+00
2.48E+07,2.45E+07,2.44E+07,2.45E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.38E+07,2.42E+07,2.40E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.47E+07,2.44E+07,2.40E+07,2.44E+07,2.41E+07,2.41E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.40E+07,1.00E+00
2.48E+07,2.43E+07,2.43E+07,2.44E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,1.00E+00
2.48E+07,2.44E+07,2.44E+07,2.43E+07,2.42E+07,2.40E+07,2.41E+07,2.42E+07,2.37E+07,2.42E+07,2.40E+07,2.41E+07,2.40E+07,2.41E+07,1.00E+00
2.48E+07,2.45E+07,2.41E+07,2.44E+07,2.41E+07,2.40E+07,2.41E+07,2.42E+07,2.38E+07,2.41E+07,2.40E+07,2.41E+07,2.41E+07,2.40E+07,1.00E+00
2.49E+07,2.44E+07,2.43E+07,2.43E+07,2.41E+07,2.41E+07,2.42E+07,2.42E+07,2.39E+07,2.41E+07,2.41E+07,2.42E+07,2.43E+07,2.41E+07,1.00E+00
2.49E+07,2.44E+07,2.41E+07,2.43E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.41E+07,2.41E+07,2.41E+07,2.43E+07,2.42E+07,1.00E+00
2.49E+07,2.44E+07,2.41E+07,2.43E+07,2.41E+07,2.42E+07,2.42E+07,2.42E+07,2.38E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.41E+07,1.00E+00
2.49E+07,2.44E+07,2.42E+07,2.43E+07,2.41E+07,2.42E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,2.40E+07,2.41E+07,2.42E+07,2.41E+07,1.00E+00
2.48E+07,2.43E+07,2.41E+07,2.43E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.41E+07,2.40E+07,2.42E+07,2.40E+07,1.00E+00
2.48E+07,2.43E+07,2.44E+07,2.42E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.41E+07,2.41E+07,2.43E+07,2.41E+07,1.00E+00
2.49E+07,2.43E+07,2.41E+07,2.43E+07,2.41E+07,2.41E+07,2.41E+07,2.42E+07,2.39E+07,2.41E+07,2.40E+07,2.40E+07,2.43E+07,2.41E+07,1.00E+00
2.50E+07,2.43E+07,2.42E+07,2.44E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.38E+07,2.41E+07,2.40E+07,2.40E+07,2.43E+07,2.40E+07,1.00E+00
2.50E+07,2.44E+07,2.42E+07,2.45E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.37E+07,2.42E+07,2.40E+07,2.41E+07,2.43E+07,2.40E+07,1.00E+00
2.48E+07,2.45E+07,2.37E+07,2.44E+07,2.40E+07,2.40E+07,2.40E+07,2.41E+07,2.38E+07,2.42E+07,2.40E+07,2.40E+07,2.42E+07,2.40E+07,1.00E+00
2.49E+07,2.44E+07,2.40E+07,2.44E+07,2.41E+07,2.41E+07,2.40E+07,2.41E+07,2.38E+07,2.42E+07,2.40E+07,2.41E+07,2.43E+07,2.40E+07,1.00E+00
2.50E+07,2.45E+07,2.43E+07,2.46E+07,2.41E+07,2.41E+07,2.41E+07,2.42E+07,2.38E+07,2.42E+07,2.40E+07,2.42E+07,2.44E+07,2.41E+07,1.00E+00
2.50E+07,2.45E+07,2.45E+07,2.48E+07,2.42E+07,2.42E+07,2.42E+07,2.43E+07,2.39E+07,2.42E+07,2.41E+07,2.43E+07,2.45E+07,2.42E+07,1.00E+00
2.50E+07,2.45E+07,2.43E+07,2.46E+07,2.42E+07,2.42E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,2.42E+07,2.43E+07,2.44E+07,2.42E+07,1.00E+00
2.50E+07,2.45E+07,2.40E+07,2.46E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.42E+07,2.42E+07,2.45E+07,2.42E+07,1.00E+00
2.50E+07,2.45E+07,2.45E+07,2.47E+07,2.42E+07,2.42E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,2.42E+07,2.43E+07,2.46E+07,2.42E+07,1.00E+00
2.49E+07,2.44E+07,2.45E+07,2.47E+07,2.41E+07,2.41E+07,2.42E+07,2.43E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.45E+07,2.41E+07,1.00E+00
2.49E+07,2.44E+07,2.43E+07,2.47E+07,2.41E+07,2.41E+07,2.41E+07,2.42E+07,2.40E+07,2.41E+07,2.41E+07,2.41E+07,2.44E+07,2.41E+07,1.00E+00
2.49E+07,2.44E+07,2.43E+07,2.47E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.44E+07,2.42E+07,1.00E+00
2.48E+07,2.44E+07,2.40E+07,2.47E+07,2.41E+07,2.41E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.44E+07,2.42E+07,1.00E+00
2.48E+07,2.43E+07,2.42E+07,2.46E+07,2.41E+07,2.40E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,2.40E+07,2.42E+07,2.44E+07,2.42E+07,1.00E+00
2.48E+07,2.44E+07,2.40E+07,2.47E+07,2.41E+07,2.41E+07,2.41E+07,2.42E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.44E+07,2.42E+07,1.00E+00
2.48E+07,2.44E+07,2.40E+07,2.47E+07,2.41E+07,2.42E+07,2.42E+07,2.43E+07,2.40E+07,2.42E+07,2.42E+07,2.42E+07,2.44E+07,2.42E+07,1.00E+00
2.48E+07,2.43E+07,2.44E+07,2.47E+07,2.42E+07,2.42E+07,2.43E+07,2.43E+07,2.41E+07,2.42E+07,2.41E+07,2.43E+07,2.45E+07,2.42E+07,1.00E+00
2.48E+07,2.43E+07,2.41E+07,2.47E+07,2.41E+07,2.43E+07,2.43E+07,2.43E+07,2.41E+07,2.41E+07,2.41E+07,2.42E+07,2.45E+07,2.42E+07,1.00E+00
2.48E+07,2.43E+07,2.43E+07,2.47E+07,2.42E+07,2.43E+07,2.43E+07,2.43E+07,2.41E+07,2.42E+07,2.42E+07,2.43E+07,2.44E+07,2.43E+07,1.00E+00
2.48E+07,2.44E+07,2.43E+07,2.46E+07,2.42E+07,2.43E+07,2.43E+07,2.43E+07,2.42E+07,2.42E+07,2.42E+07,2.43E+07,2.44E+07,2.43E+07,1.00E+00
2.49E+07,2.44E+07,2.43E+07,2.47E+07,2.41E+07,2.43E+07,2.43E+07,2.44E+07,2.42E+07,2.41E+07,2.41E+07,2.43E+07,2.46E+07,2.43E+07,2.00E+00
2.49E+07,2.44E+07,2.44E+07,2.48E+07,2.42E+07,2.42E+07,2.43E+07,2.44E+07,2.41E+07,2.42E+07,2.41E+07,2.43E+07,2.45E+07,2.43E+07,2.00E+00
2.48E+07,2.43E+07,2.40E+07,2.46E+07,2.41E+07,2.40E+07,2.42E+07,2.43E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.44E+07,2.42E+07,2.00E+00
2.47E+07,2.42E+07,2.42E+07,2.47E+07,2.41E+07,2.40E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.44E+07,2.42E+07,2.00E+00
2.47E+07,2.41E+07,2.42E+07,2.47E+07,2.41E+07,2.42E+07,2.42E+07,2.43E+07,2.40E+07,2.42E+07,2.40E+07,2.42E+07,2.44E+07,2.42E+07,2.00E+00
2.47E+07,2.44E+07,2.41E+07,2.46E+07,2.40E+07,2.42E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.40E+07,2.41E+07,2.44E+07,2.42E+07,2.00E+00
2.47E+07,2.46E+07,2.45E+07,2.46E+07,2.42E+07,2.41E+07,2.43E+07,2.42E+07,2.39E+07,2.42E+07,2.40E+07,2.42E+07,2.44E+07,2.41E+07,2.00E+00
2.47E+07,2.44E+07,2.43E+07,2.46E+07,2.41E+07,2.41E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,2.40E+07,2.41E+07,2.43E+07,2.41E+07,2.00E+00
2.47E+07,2.43E+07,2.43E+07,2.47E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.42E+07,2.00E+00
2.48E+07,2.44E+07,2.44E+07,2.48E+07,2.42E+07,2.41E+07,2.43E+07,2.42E+07,2.40E+07,2.42E+07,2.41E+07,2.42E+07,2.44E+07,2.42E+07,2.00E+00
2.47E+07,2.45E+07,2.42E+07,2.47E+07,2.42E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.40E+07,2.42E+07,2.45E+07,2.42E+07,2.00E+00
2.48E+07,2.44E+07,2.45E+07,2.46E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.40E+07,2.42E+07,2.40E+07,2.42E+07,2.43E+07,2.42E+07,2.00E+00
2.48E+07,2.45E+07,2.40E+07,2.46E+07,2.41E+07,2.41E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.42E+07,2.00E+00
2.48E+07,2.45E+07,2.40E+07,2.47E+07,2.41E+07,2.40E+07,2.43E+07,2.43E+07,2.40E+07,2.42E+07,2.41E+07,2.41E+07,2.43E+07,2.42E+07,2.00E+00
2.48E+07,2.45E+07,2.42E+07,2.48E+07,2.41E+07,2.41E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.41E+07,2.42E+07,2.44E+07,2.42E+07,2.00E+00
2.48E+07,2.45E+07,2.42E+07,2.50E+07,2.40E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.41E+07,2.39E+07,2.41E+07,2.44E+07,2.42E+07,2.00E+00
2.48E+07,2.46E+07,2.44E+07,2.51E+07,2.41E+07,2.42E+07,2.43E+07,2.42E+07,2.40E+07,2.41E+07,2.39E+07,2.41E+07,2.44E+07,2.41E+07,2.00E+00
2.47E+07,2.46E+07,2.41E+07,2.50E+07,2.41E+07,2.42E+07,2.43E+07,2.42E+07,2.40E+07,2.41E+07,2.39E+07,2.41E+07,2.44E+07,2.41E+07,2.00E+00
2.46E+07,2.45E+07,2.42E+07,2.50E+07,2.42E+07,2.42E+07,2.43E+07,2.42E+07,2.41E+07,2.41E+07,2.39E+07,2.41E+07,2.43E+07,2.42E+07,2.00E+00
2.47E+07,2.45E+07,2.45E+07,2.52E+07,2.42E+07,2.42E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.44E+07,2.42E+07,2.00E+00
2.48E+07,2.45E+07,2.42E+07,2.53E+07,2.41E+07,2.41E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.41E+07,2.45E+07,2.42E+07,2.00E+00
2.48E+07,2.45E+07,2.43E+07,2.53E+07,2.42E+07,2.42E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.44E+07,2.42E+07,2.00E+00
2.46E+07,2.44E+07,2.41E+07,2.52E+07,2.41E+07,2.42E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.38E+07,2.42E+07,2.44E+07,2.43E+07,2.00E+00
2.47E+07,2.44E+07,2.41E+07,2.53E+07,2.41E+07,2.41E+07,2.42E+07,2.43E+07,2.41E+07,2.41E+07,2.39E+07,2.41E+07,2.45E+07,2.43E+07,2.00E+00
2.47E+07,2.44E+07,2.42E+07,2.53E+07,2.42E+07,2.41E+07,2.43E+07,2.44E+07,2.40E+07,2.42E+07,2.38E+07,2.42E+07,2.45E+07,2.42E+07,2.00E+00
2.46E+07,2.43E+07,2.39E+07,2.53E+07,2.41E+07,2.42E+07,2.43E+07,2.43E+07,2.41E+07,2.42E+07,2.38E+07,2.41E+07,2.45E+07,2.42E+07,2.00E+00
2.47E+07,2.43E+07,2.43E+07,2.54E+07,2.42E+07,2.41E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.45E+07,2.42E+07,2.00E+00
2.46E+07,2.43E+07,2.44E+07,2.54E+07,2.42E+07,2.40E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.38E+07,2.41E+07,2.45E+07,2.43E+07,2.00E+00
2.45E+07,2.44E+07,2.43E+07,2.53E+07,2.42E+07,2.41E+07,2.43E+07,2.42E+07,2.40E+07,2.42E+07,2.38E+07,2.41E+07,2.45E+07,2.42E+07,2.00E+00
2.46E+07,2.44E+07,2.44E+07,2.53E+07,2.42E+07,2.41E+07,2.44E+07,2.42E+07,2.40E+07,2.42E+07,2.39E+07,2.42E+07,2.45E+07,2.42E+07,2.00E+00
2.46E+07,2.43E+07,2.41E+07,2.53E+07,2.41E+07,2.41E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.46E+07,2.43E+07,2.00E+00
2.47E+07,2.43E+07,2.44E+07,2.53E+07,2.42E+07,2.42E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.46E+07,2.43E+07,2.00E+00
2.46E+07,2.43E+07,2.43E+07,2.53E+07,2.41E+07,2.42E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.46E+07,2.43E+07,2.00E+00
2.46E+07,2.44E+07,2.42E+07,2.53E+07,2.41E+07,2.42E+07,2.43E+07,2.43E+07,2.41E+07,2.42E+07,2.39E+07,2.43E+07,2.45E+07,2.43E+07,2.00E+00
2.46E+07,2.43E+07,2.43E+07,2.52E+07,2.41E+07,2.41E+07,2.44E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.45E+07,2.42E+07,2.00E+00
2.46E+07,2.43E+07,2.38E+07,2.52E+07,2.41E+07,2.42E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.41E+07,2.47E+07,2.42E+07,2.00E+00
2.46E+07,2.43E+07,2.39E+07,2.51E+07,2.41E+07,2.41E+07,2.43E+07,2.42E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,2.47E+07,2.43E+07,2.00E+00
2.47E+07,2.43E+07,2.42E+07,2.50E+07,2.41E+07,2.40E+07,2.43E+07,2.43E+07,2.42E+07,2.42E+07,2.39E+07,2.41E+07,2.45E+07,2.42E+07,2.00E+00
2.47E+07,2.42E+07,2.41E+07,2.49E+07,2.41E+07,2.40E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.40E+07,2.45E+07,2.41E+07,2.00E+00
2.47E+07,2.41E+07,2.44E+07,2.49E+07,2.42E+07,2.41E+07,2.44E+07,2.42E+07,2.41E+07,2.42E+07,2.39E+07,2.42E+07,2.45E+07,2.42E+07,2.00E+00
2.47E+07,2.42E+07,2.42E+07,2.49E+07,2.41E+07,2.42E+07,2.43E+07,2.42E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,2.45E+07,2.43E+07,2.00E+00
2.48E+07,2.41E+07,2.43E+07,2.48E+07,2.42E+07,2.42E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,2.46E+07,2.43E+07,2.00E+00
2.47E+07,2.41E+07,2.42E+07,2.46E+07,2.41E+07,2.41E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.39E+07,2.42E+07,2.45E+07,2.42E+07,2.00E+00
2.46E+07,2.41E+07,2.40E+07,2.46E+07,2.41E+07,2.40E+07,2.43E+07,2.43E+07,2.42E+07,2.41E+07,2.40E+07,2.42E+07,2.45E+07,2.43E+07,2.00E+00
2.47E+07,2.41E+07,2.45E+07,2.46E+07,2.42E+07,2.41E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.40E+07,2.43E+07,2.46E+07,2.44E+07,2.00E+00
2.47E+07,2.41E+07,2.42E+07,2.46E+07,2.41E+07,2.42E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.46E+07,2.43E+07,2.00E+00
2.48E+07,2.42E+07,2.41E+07,2.46E+07,2.41E+07,2.41E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.46E+07,2.43E+07,2.00E+00
2.48E+07,2.41E+07,2.40E+07,2.46E+07,2.41E+07,2.40E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.46E+07,2.44E+07,2.00E+00
2.48E+07,2.41E+07,2.42E+07,2.45E+07,2.41E+07,2.41E+07,2.44E+07,2.43E+07,2.43E+07,2.42E+07,2.41E+07,2.42E+07,2.47E+07,2.44E+07,2.00E+00
2.48E+07,2.41E+07,2.47E+07,2.45E+07,2.42E+07,2.41E+07,2.45E+07,2.43E+07,2.43E+07,2.42E+07,2.41E+07,2.43E+07,2.46E+07,2.44E+07,2.00E+00
2.48E+07,2.40E+07,2.42E+07,2.44E+07,2.41E+07,2.40E+07,2.44E+07,2.43E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.46E+07,2.43E+07,2.00E+00
2.47E+07,2.40E+07,2.42E+07,2.44E+07,2.41E+07,2.40E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.46E+07,2.43E+07,2.00E+00
2.47E+07,2.41E+07,2.45E+07,2.44E+07,2.42E+07,2.42E+07,2.45E+07,2.44E+07,2.42E+07,2.42E+07,2.41E+07,2.43E+07,2.45E+07,2.44E+07,2.00E+00
2.47E+07,2.41E+07,2.42E+07,2.43E+07,2.41E+07,2.41E+07,2.44E+07,2.43E+07,2.42E+07,2.41E+07,2.41E+07,2.43E+07,2.45E+07,2.44E+07,2.00E+00
2.47E+07,2.40E+07,2.42E+07,2.42E+07,2.41E+07,2.41E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.41E+07,2.43E+07,2.45E+07,2.43E+07,2.00E+00
2.47E+07,2.39E+07,2.41E+07,2.42E+07,2.41E+07,2.41E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.41E+07,2.43E+07,2.45E+07,2.44E+07,2.00E+00
2.47E+07,2.39E+07,2.42E+07,2.42E+07,2.41E+07,2.41E+07,2.44E+07,2.43E+07,2.42E+07,2.41E+07,2.41E+07,2.42E+07,2.44E+07,2.43E+07,2.00E+00
2.47E+07,2.39E+07,2.44E+07,2.43E+07,2.42E+07,2.40E+07,2.45E+07,2.42E+07,2.42E+07,2.42E+07,2.40E+07,2.42E+07,2.44E+07,2.43E+07,2.00E+00
2.47E+07,2.40E+07,2.41E+07,2.44E+07,2.42E+07,2.41E+07,2.44E+07,2.43E+07,2.42E+07,2.42E+07,2.41E+07,2.42E+07,2.45E+07,2.44E+07,2.00E+00
